identifier,New Index,Record Index,origin_url,title,Date,Cartoonists,Publisher,Page no,description,Authorities
DCDL-0017187,47,55,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1411201,"Winter, Mark, 1958-:[Christchurch earthquake and the Black Caps] 26 February 2011",26/02/2011,"Winter, Mark",Southland times (Newspaper),ST 6,"Text reads 'Ricky Ponting said his team would show respect for those affected by the Christchurch earthquake and treat the Black Caps like brothers'. A kiwi Black Cap is startled as a cricket ball bounces off his head. Context - Captain Ricky Ponting said he and his team were saddened by the news of the devastation that hit New Zealand on Tuesday (Christchurch earthquake 22 February 2011) He said the Australian cricket team will show respect for those affected by the Christchurch earthquake when they take the field against New Zealand in Nagpur today. 
",
DCDL-0017177,48,56,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1411170,"Evans, Malcolm Paul, 1945-:[Christchurch earthquake and the New Zealand flag]. 26 February 2011",26/02/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper); Manawatu standard (Newspaper),MS 14; TH 10,"The cartoon shows New Zealand's flag but it has lost one of its four stars. Down in the lower right corner a group of rescue workers using cranes, a cherry picker and a long ladder have  the fourth star and are replacing it on the flag. Context is the 22 February 2011 earthquake in Christchurch.",Flags - New Zealand (subject_authority) # Emergency management (subject_authority) # Earthquake damage (subject_authority)
DCDL-0017229,49,57,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1065249,"Evans, Malcolm Paul, 1945-:[Planning a new Christchurch post earthquake] 4 March 2011",05/03/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper); Manawatu standard (Newspaper) ,MS 9; TH 10,"A man sits at his desk with an enormous sheet of blank paper headed 'New Christchurch' before him; peering over his shoulder is a huge figure (probably Godley) who appears to be a man from an earlier era of the history of Christchurch. Context - Christchurch earthquake of 22 February 2011 and the start of debate about how the city should be rebuilt. The historic man suggests a strong pull to preserve historic Christchurch.
",City planning - New Zealand - Canterbury Region (subject_authority) # Historic buildings - Conservation and restoration (subject_authority) # Lost architecture (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # Public buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject authority)
DCDL-0017150,50,58,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1409929,"Evans, Malcolm Paul, 1945-:[Canterbury earthquake]. 22 February 2011",23/02/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper); Manawatu standard (Newspaper),MS 8; TH 6 ,Someone wearing a Canterbury black and red rugby jersey holds onto two corners of a New Zealand flag which blows in the wind. There is no text in the cartoon. Context is 22 February 2011 earthquake in Christchurch.,Flags - New Zealand (subject_authority)
DCDL-0017255,51,59,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1415851,"Bromhead, Peter, 1933-:Earthquake refugees heading out of Christchurch - motorist refugees heading to Christchurch for cheap fuel. 9 March 2011",09/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 6,"The cartoon shows one car heading out of Christchurch and another heading into Christchurch. Two roadsigns read 'Earthquake refugees heading out of Christchurch' and 'Motorist refugees heading to Christchurch for cheap petrol'. Context - many people are leaving Christchurch after the 22 February earthquake (so-called 'quake refugees', but others are coming into Christchurch to benefit from cheap fuel.
",Fuel - Prices (subject_authority)
DCDL-0017263,52,60,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1416030,"Hubbard, James, 1949- :ACC takes earthquake hit. 7 March 2011",08/03/2011,"Hubbard, James",Northern advocate (Newspaper),NA A6,"A man walks away from a scene of destruction; he is reading a newspaper whose headline is 'ACC takes earthquake hit' and because he is not looking where he is going he is about to step into the sea in which lurks a shark that represents 'levies'. A second version has the shark representing 'Nick Smith'. Context - The second Christchurch earthquake. Levy changes from April 1 will give businesses discounts or penalties on their workplace ACC levies based on a three-year claims history but ACC Minister Nick Smith said today that the quake would be declared an ""adverse event"" so Christchurch employers would not be unfairly hit with a levy increase, unless they contributed materially to an employee's injuries. ",Earthquake insurance claims (subject_authority)
DCDL-0015522,53,61,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1358055,CHRISTCHURCH. 7 September 2010,07/09/2010,"Scott, Thomas",Dominion post (Newspaper); Nelson mail (Newspaper),DP B4; NM 9,The cartoon shows the letters of the name 'Christchurch' as blocks of stone that have collapsed into a pile of rubble; on top is a single rose. Refers to the Christchurch earthquake of Saturday 4th September 2010.,Buildings - Earthquake effects (subject_authority)
DCDL-0016946,54,62,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1400260,"Nisbet, Alistair, 1958-: The next stage in earthquake prediction?... 27 January 2011",27/01/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A12,"The title is 'The next stage in earthquake prediction?... Six images show 'aromatherapists', auctioneers', 'chiropractors', 'fortune tellers', a 'sixth sense' and 'psychics'. Context - reference to all the unscientific ways of trying to predict earthquakes, and the resultant 'quake humour' employed by Christchurch people who are enduring numerous aftershocks following the earthquake of 4th September 2010.
",Earthquake prediction (subject_authority)
DCDL-0017277,55,64,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1416075,"Nisbet, Alistair, 1958-: [Debate about the fate of heritage buildings after the Christchurch earthquake] 10 March 2011",10/03/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A16,"Text at top left reads 'Don't forget rubbish day' The cartoon is a large wheelie bin stacked high with debris from 'old dunger buildings'. Someone in a damaged house nearby says 'Good riddance!'  Context is reports that Earthquake Recovery Minister Gerry Brownlee may or may not have actually used the words 'old dungers' to describe some of Christchurch's heritage buildings that are not worth keeping. Debate about which heritage buildings should be kept and which demolished has begun along with debate about how the city should be rebuilt.
","Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Buildings - Earthquake effects (subject_authority) # Lost architecture (subject_authority)"
DCDL-0017264,56,66,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1416032,"Hubbard, James, 1949- :[New Gov. Gen. has unshakeable belief in New Zealanders in the face of the Christchurch earthquakes] 8 March 2011",09/03/2011,"Hubbard, James",Northern advocate (Newspaper),NA A6,As a man representing Christchurch stands up to his knees in liquefaction as another aftershock hits and he reads a newspaper which has one headline reading 'More severe aftershocks in Christchurch' and a second headline that reads 'I have an unshakeable belief in New Zealanders says next Gov. Gen.'. Context - Two earthquakes and hundreds of aftershocks have hit Christchurch. The new Governor General is Lieutenant General Jerry Mateparae.,Soil liquefaction (subject_authority) # Earthquake aftershocks (subject_authority) # Resilience (Personality trait)
DCDL-0017242,57,68,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1414149,"Nisbet, Alistair, 1958-:The advantages of life in Christchurch during the earthquakes and aftershocks] 4 March 2011",05/03/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A31,"Text across the top of the cartoon reads 'You know you live in Christchurch when...' Six cameos then explore elements of 'quake humour', including: 'You can stir a cup of coffee without a spoon'; 'after 30 years you finally know your neighbours'; 'the latest fitness craze is sandba' - a couple shovel a heap of liquefaction to music from their transistor; 'everyone gets to drive a slalom' - someone weaves along a road avoiding cracks and mud in their car; 'there's a craze in ""unique garden features""' - a longdrop has been dug in the garden; and lastly 'you have tea under a doorframe' - a couple eats and drinks under a doorframe for safety. Context - the Christchurch earthquake of 22 February 2011.
",Communities (subject_authority) # Earthquake aftershocks (subject_authority) # Soil liquefaction (subject_authority) # Roads - Earthquake effects (subject_authority) # Portable toilets (subject_authority)
DCDL-0020261,58,69,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1503297,"Scott, Thomas, 1947- :[Earthquake anniversary 22 February 2011] 23 February 2012",23/02/2012,"Scott, Thomas",Dominion post (Newspaper),DP B4,"Dove carries worm to chicks in a sunlit nest; the background is broken columns and rubble. Context - the 22nd February 2012 was the first anniversary of the earthquake of 22nd February 2011 in which 185 people died.
","Christchurch Earthquake, N.Z., 2011 - Anniversaries, etc. (subject_authority)"
DCDL-0017292,59,70,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1418122,"Brockie, Robert Ellison, 1932-: [Earthquake & Devil] 11 March 2011.",11/03/2011,"Brockie, Robert Ellison",National Business Review (Newspaper),NBR 16,"Text at top left reads 'Where earthquakes come from'. Below God and the devil stand on either side of a gaming board which shows a map of New Zealand placed on a numbered board. The croupier spins the numbers and says 'Faites vos jeux' while the devil furiously shakes the dice and God makes a peace sign and thinks 'Next move'..' Context - the apparently random nature of when and where earthquakes strike. 
",Earthquake prediction (subject_authority)
DCDL-0017165,60,72,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1409999,"Bromhead, Peter, 1933-:[Earthquakes and Pike River Mine disasters] 25 February 2011",25/02/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 6,"A man representing the South Island stands under an umbrella representing 'hope' to shelter from a bucketload of water representing 'misfortune'. Context - in the last year apart from the usual droughts and floods the South Island has suffered the Pike River Mine disaster on 19 November 2010 in which 29 coal miners were killed, the 7.1 earthquake on 4 September 2010 and now on 22 February 2011 a 6.3 magnitude earthquake.",Pike River Coal Company (name_authority) # Courage (subject_authority)
DCDL-0016259,61,73,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1384308,"Nisbet, Alistair, 1958-:'Forget earthquakes! There's something worse coming!' 2 December 2010",02/12/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A18,"A number of people standing on top of the huge letters 'EQC' (Earthquake Commission) scramble frantically to safety as an enormous wave representing 'Last minute claims' bears down on them. One of them shouts 'Forget earthquakes! There's something worse coming!' Refers to claims for damage after the Christchurch earthquake of 3rd September 2010.
",New Zealand. Earthquake Commission (name_authority) # Insurance claims (subject_authority)
DCDL-0017521,63,76,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1430469,"Hawkey, Allan Charles, 1941- : Earthquake bill $8.5 billion. 13 April 2011",13/04/2011,"Hawkey, Allan Charles",Waikato times (Newspaper),WT 6,Shows a postman who has just put an 'Earthquake bill' for '$8.5 billion' into the government's letterbox. Context - The New Zealand government will spend about 8.5 billion NZ dollars over the next few years rebuilding Christchurch. ,"English, Simon William (Hon), 1961- (name_authority) # Government aid (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)"
DCDL-0015726,64,79,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1365495,"Scott, Thomas, 1947-:'Relax, it's not an aftershock. It's the Canterbury Earthquake Response and Recovery Act...' 5 October 2010",05/10/2010,"Scott, Thomas",Dominion post (Newspaper); Nelson mail (Newspaper),DP ?; NM 9,"Refers to the government's Canterbury Earthquake Response and Recovery Act, suggesting that it removes 'constitutional safeguards'. 26 experts in constitutional law from all six of the country's law faculties have penned a letter condemning the Government's earthquake response legislation.",Emergency management (subject_authority)
DCDL-0019836,65,80,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1494681,"Winter, Mark 1958- :Christchurch mess. 24 December 2011",24/12/2011,"Winter, Mark",Southland times (Newspaper),ST A8,"The published cartoon shows the word 'Christchurch' with 'church' crossed out and replaced with 'mess'. A second version has the word 'scary' added. A third version has the word 'church' replaced by 'mas'. A fourth version has the words 'early' and 'presence' included and 'church' is replaced by 'mess'. Context: concern about continuing trials and tribulations of Christchurch with unremitting earthquakes and aftershocks, including an aftershock on the 23 December. 
",Christmas (subject_authority) # Earthquake aftershocks (subject_authority) # Disasters - Psychological aspects (subject_authority)
